# Epilogue route continuation: Yuto's forgotten school life
<Character=サツキ>怒り4	<Character=サツキ>愤怒4
「ほらほら。ミナトお嬢様。\nお友達にご挨拶しないと。」	“来嘛来嘛，湊大小姐。\n要和朋友打招呼才行。”
「……チッ。」	“……啧。”
「……こんにちは。」	“……你好。”
「……何で舌打ちしてんだよ。」	“……你为什么一直咂舌啊？”
「こんなところで\n出くわすなんて奇遇ですね。\nお二人はもしかしてデートですか？」	“居然会在这里\n遇见你们，真是巧遇。\n两位该不会是在约会吧？”
「ええ。見ての通り、\n我々はアツアツカップルなので。」	“没错。如你所见，\n我们是热恋中的情侣。”
「……聖皇学園の生徒たる者が休日に\nイチャイチャとデートですって？\n<ruby=ふじゅんいせいこうゆう>不純異性交遊</ruby>も<ruby=はなは>甚</ruby>だしいわね。」	“……身为圣皇学园的学生，居然在休息日\n卿卿我我地约会？\n这<ruby=ふじゅんいせいこうゆう>不纯异性交往</ruby>也太<ruby=はなは>过分</ruby>了。”
「俺達は学生らしい健全なお付き合いをしているんだ。\nカップルを目の<ruby=かたき>敵</ruby>にするような\n<ruby=へんけん>偏見</ruby>はやめてもらおうか。」	“我们是在进行符合学生身份的健康交往。\n请不要抱着把情侣当<ruby=かたき>眼中钉</ruby>的\n<ruby=へんけん>偏见</ruby>。”
「何ですかその絶対的優位な立場からの物言いは。\nデートがそんなに偉いんですか？ええ？\n殺すぞ。」	“你这副站在绝对优势立场上的口气是怎么回事？\n约会有那么了不起吗？嗯？\n我杀了你。”
「……え？何この人。\n急にキレ出して怖いんですけど。」	“……诶？这人怎么回事。\n突然发起火来，好吓人。”
「いけません。お嬢様。\n<ruby=せいしゅんま>青春真</ruby>っ<ruby=さか>盛</ruby>りのカップルを\n<ruby=ひが>僻</ruby>むような事をなさっては。」	“不可以，大小姐。\n面对正值<ruby=せいしゅんま>青春</ruby><ruby=さか>盛</ruby>的情侣，\n您不该心生<ruby=ひが>嫉妒</ruby>。”
「ここは<ruby=しゅくじょ>淑女</ruby>として\nお二人の幸せを願い祝福するとしましょう。」	“作为一名<ruby=しゅくじょ>淑女</ruby>，\n我们应该祝福两位，祈愿你们幸福。”
「……チッ。\n別に<ruby=ひが>僻</ruby>んでないし。」	“……啧。\n我才没有<ruby=ひが>嫉妒</ruby>。”
「……何でこの人、\nさっきから舌打ちしてるんだろう。」	“……这人从刚才开始，\n为什么一直在咂舌啊。”
「川島さん、機巧院さん。\n先日のフェイリクス事件の解決、\nありがとうございました。」	“川岛先生、机巧院小姐。\n感谢你们解决\n前几天的费利克斯事件。”
「おかげでお嬢様の洗脳は解け、\n御覧のようにいつも通りの\nお嬢様に戻ってくれました。」	“多亏了你们，大小姐的洗脑解除了，\n如你们所见，\n她恢复了平时的样子。”
「え？これでいつも通りなの？\nまだどこか洗脳されてるとかないよね？」	“诶？这就算平时的样子？\n她不会还有什么地方被洗脑了吧？”
「まぁでも常に周囲を敵視する\nキレたナイフみたいな存在が\n獅堂かいちょーって感じッスよね。」	“不过，像一把随时敌视周围、\n锋利得吓人的刀，\n这才是狮堂会长嘛。”
「フェイリクスにデレデレしている\n浮ついた獅堂かいちょーは\nやはり偽物だったという事ッス。」	“那个对费利克斯卿卿我我的\n轻浮狮堂会长，\n果然是假的。”
「なるほど。だから俺達みたいな\n休日にデートするような浮ついた連中を見ると\n気に入らなくて仕方が無いのか。」	“原来如此。所以看到我们这种\n休息日出来约会的轻浮家伙，\n她才会怎么看都不顺眼。”
「さっきから何やら失礼な事ばかり言って\nもしかして私を<ruby=ぐろん>愚弄</ruby>しているのですか？」	“你们从刚才开始就尽说些失礼的话，\n难道是在<ruby=ぐろん>愚弄</ruby>我吗？”
「ううん。全然そんな事ないよ。」	“不，完全没有。”
「ステラ。こいつらと\n話していても時間の無駄よ。\nさっさと行きましょう。」	“斯黛拉，和这些人\n继续说话只是浪费时间。\n我们赶紧走吧。”
「はいはい。わかりました。\nお嬢様。」	“好好，明白了。\n大小姐。”
「それじゃ私達はお買い物の途中なので\nこれで失礼しますね。」	“那么我们还在购物途中，\n就先告辞了。”
「おう。じゃあな。」	“好，再见。”
「ばいばいッスー。」	“拜拜——。”
「では、参りましょうか。\nお嬢様。」	“那么，我们走吧。\n大小姐。”
「あ……っ！あれは…！\nミーちゃん……！？	“啊……！那是……！\n小米……！？”
「待って…！私を置いて行かないで…！\nミーちゃあああーーーーん！」	“等等……！别丢下我……！\n小米————！”
「……なんだろう。せっかく獅堂に会えても\n<ruby=じゃけん>邪険</ruby>に扱われるであろう盾守を想像すると\n<ruby=ふびん>不憫</ruby>でならない。」	“……怎么说呢。想到盾守好不容易见到狮堂，\n却会被她<ruby=じゃけん>冷落</ruby>，\n就觉得她实在<ruby=ふびん>可怜</ruby>。”
「フェイリクスは盾守パイセンに\n一生消えない傷を残してしまったんスね。」	“费利克斯在盾守前辈心里\n留下了一道永远不会消失的伤。”
「フェイリクスも単純に\nあの二人を仲直りさせようとしただけだってのに\nむしろ悪化してるのは予想外の結果ではあるよな。」	“费利克斯明明只是想让她们和好，\n结果反而变得更糟，\n确实是意料之外。”
「さて、次はどこ行くッスか？」	“好了，接下来去哪儿？”
「実は顔出しておきたい場所が\nあるんだよな。」	“其实我有个地方\n想去露个面。”
「ほうほう。」	“哦哦。”
「いらっしゃいませ。\n『<ruby=バー スメラギ>BAR SUMERAGI</ruby>』へようこそ。」	“欢迎光临。\n欢迎来到『<ruby=バー スメラギ>BAR SUMERAGI</ruby>』。”
「わお。ユリせんせーのバーテン姿、\nかっこいー。」	“哇，百合老师穿酒保服的样子\n真帅。”
「よお。ユリ姉。来たぜ。」	“哟，百合姐，我来了。”
「って、何だ。お前達か。」	“什么嘛，原来是你们。”
「おいおい。\n最愛の弟がせっかく来たって言うのに\n何だはないぜ。」	“喂喂，\n最爱的弟弟难得来一趟，\n怎么能说‘什么嘛’呢。”
「せっかくの\n機巧院とのデートだというのに\n何故お前は姉離れが出来んのだ。」	“难得和机巧院约会，\n你为什么就是不能\n摆脱姐控呢？”
「まったくですな。\nこのシスコン野郎に\nもっと言ってやって欲しいでござるよ。」	“说得对。\n请再多\n教训一下这个姐控混蛋。”
「俺は家族愛に満ち溢れてるだけなんだ。\n何もおかしくはない。」	“我只是充满了家人之爱。\n这没什么奇怪的。”
「やれやれ。また始まったか。」	“真是的，又开始了。”
「ところでユリせんせーは\nここでバイトしてたんスねー。」	“话说回来，百合老师原来\n在这里打工啊——。”
「うむ。友人がこのバーのマスターをしていてな。\n少しでも力になれればと思って志願したのだ。」	“嗯。我的朋友是这家酒吧的老板。\n我想着多少帮点忙，便主动来这里工作了。”
「うんうん。\nユリヒメが働いてくれて大助かりよ。\nなんたってウチの<ruby=かんばんむすめ>看板娘</ruby>なんだから。」	“嗯嗯。\n百合姬来帮忙，真是帮了大忙。\n她可是我们店的<ruby=かんばんむすめ>招牌女郎</ruby>。”
「おや。リサさん。\nこんにちはッス。」	“哎呀，莉莎小姐。\n你好呀。”
「いらっしゃい。ノヴァ。」	“欢迎，诺瓦。”
「<ruby=かんばんむすめ>看板娘</ruby>ってお前なぁ。\n私は客引きピエロではないぞ。」	“还<ruby=かんばんむすめ>招牌女郎</ruby>呢。\n我可不是招揽客人的小丑。”
「えー。<ruby=けんそん>謙遜</ruby>しちゃって。\nユリヒメ目当てで来るお客さん多いのに。」	“哎——，别<ruby=けんそん>谦虚</ruby>啦。\n明明有很多客人是冲着百合姬来的。”
<Off>激怒3・私服	<Off>暴怒3・便服
「な…！ユリ姉目当ての客だと…！？\nそいつはまずい…！一刻も早く排除しなくては…！」	“什……！冲着百合姐来的客人……！？\n那可不行……！必须尽快排除他们……”
「はいはい。落ち着きましょうねー。\n川島さん。」	“好啦好啦，冷静一点。\n川岛先生。”
「じゃあ、そんな大人気看板娘の\n<ruby=い>淹</ruby>れるドリンクでもいかがかな？」	“那么，要不要尝尝这位人气招牌女郎\n亲手<ruby=い>冲泡</ruby>的饮料？”
「うむ。せっかく店に来たのだ。\nお前達、何か注文していくがいい。」	“嗯，难得来一趟。\n你们点些东西吧。”
（ユリ姉は店のメニューを差し出す。）	（百合姐递出了店里的菜单。）
「おっと。君達は未成年だから\nソフトドリンクで我慢してね。」	“对了，你们还未成年，\n就喝软饮料吧。”
「ここってリサさんのお店だったんスね。」	“原来这里是莉莎小姐的店啊。”
「うん。私この『<ruby=バー スメラギ>BAR SUMERAGI</ruby>』で\nマスターやってるんだ。」	“嗯，我就是这家\n『<ruby=バー スメラギ>BAR SUMERAGI</ruby>』的老板。”
「オートマタがバーのお店を\n開いてるなんて意外でしょ？」	“自动人偶居然开酒吧，\n很意外吧？”
「そッスね。リサさんみたいに自分の意志で\nお店を開こうなんていう酔狂な\nオートマタは珍しいッスね。」	“确实。像莉莎小姐这样凭自己的意志\n开店的奇特\n自动人偶，确实很少见。”
「メイドカフェでバイトしたり配信者したり\n<ruby=デュエリスト>決闘者</ruby>やってるオートマタも\n随分珍しいと思うが。」	“在女仆咖啡厅打工、当主播，\n甚至还做<ruby=デュエリスト>决斗者</ruby>的自动人偶，\n我觉得也相当少见。”
「リサは昔から自分の店を持つのが夢だったな。\nリサが語る夢の話をよく傍らで聞いていたものだ。」	“莉莎从以前起就梦想拥有自己的店。\n我经常在一旁听她讲述这个梦想。”
「ええ。お店を持つ為に色んなところで\n働いてコツコツお金を貯めて。\nそりゃあもう下積み時代が長かったんだから。」	“是啊。为了拥有自己的店，\n我在各处工作，一点一点攒钱。\n那段打基础的日子可是很漫长的。”
「それでやっとこのお店を持てるって\n決まった時はほんとに嬉しかったなぁ。」	“所以终于确定能拥有这家店时，\n我真的高兴坏了。”
「うむ。仲間達を集めて盛大に\n開店パーティーをしたものだ。」	“嗯。当时我们召集伙伴，\n举办了一场盛大的开店派对。”
「うんうん。\nあの時は楽しかったねー。」	“嗯嗯，\n那时候真开心——。”
「ユリヒメお酒弱いのに\n無理してお酒飲むから\n酔い潰れちゃって大変だったんだからー。」	“百合姬明明不胜酒力，\n却硬要喝酒，\n最后醉倒了，可把我们忙坏了——。”
「へー。ユリせんせー。\nお酒弱いんスねー。」	“哦——，百合老师。\n原来你不胜酒力啊——。”
「ユリ姉、ビール１杯でも\nフラフラになってなかったか？」	“百合姐，你不是连一杯啤酒\n都会醉得摇摇晃晃吗？”
